purchase_id,date,supplier_name,item_name,category,unit,quantity_purchased,unit_cost,total_cost,delivery_status,expected_delivery,payment_method,notes
P2109,2012-02-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 17, 8, 95","12.5, 1.2, 0.8, 0.1",223.8,Completed,,Bank Transfer,
P2110,2012-02-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 11, 8, 66","12.5, 1.2, 0.8, 0.1",101.2,Completed,,Bank Transfer,
P2111,2012-02-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 26, 9, 71","12.5, 1.2, 0.8, 0.1",208.0,Completed,,Bank Transfer,
P2112,2012-02-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 27, 8, 99","12.5, 1.2, 0.8, 0.1",223.7,Completed,,Bank Transfer,
P2113,2012-03-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 17, 5, 57","12.5, 1.2, 0.8, 0.1",217.6,Completed,,Bank Transfer,
P2114,2012-03-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 18, 6, 73","12.5, 1.2, 0.8, 0.1",96.2,Completed,,Bank Transfer,
P2115,2012-03-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 40, 7, 59","12.5, 1.2, 0.8, 0.1",259.5,Completed,,Bank Transfer,
P2116,2012-03-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 20, 6, 78","12.5, 1.2, 0.8, 0.1",99.1,Completed,,Bank Transfer,
P2117,2012-03-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 34, 7, 58","12.5, 1.2, 0.8, 0.1",277.2,Completed,,Bank Transfer,
P2118,2012-04-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 20, 5, 80","12.5, 1.2, 0.8, 0.1",236.0,Completed,,Bank Transfer,
P2119,2012-04-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 27, 9, 90","12.5, 1.2, 0.8, 0.1",273.6,Completed,,Bank Transfer,
P2120,2012-04-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 27, 8, 51","12.5, 1.2, 0.8, 0.1",281.4,Completed,,Bank Transfer,
P2121,2012-04-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 11, 6, 96","12.5, 1.2, 0.8, 0.1",152.6,Completed,,Bank Transfer,
P2122,2012-05-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 15, 5, 65","12.5, 1.2, 0.8, 0.1",141.0,Completed,,Bank Transfer,
P2123,2012-05-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 39, 8, 52","12.5, 1.2, 0.8, 0.1",145.9,Completed,,Bank Transfer,
P2124,2012-05-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 29, 10, 70","12.5, 1.2, 0.8, 0.1",137.3,Completed,,Bank Transfer,
P2125,2012-05-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 40, 8, 63","12.5, 1.2, 0.8, 0.1",273.2,Completed,,Bank Transfer,
P2126,2012-06-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 27, 8, 86","12.5, 1.2, 0.8, 0.1",159.9,Completed,,Bank Transfer,
P2127,2012-06-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 15, 9, 81","12.5, 1.2, 0.8, 0.1",283.3,Completed,,Bank Transfer,
P2128,2012-06-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 36, 10, 54","12.5, 1.2, 0.8, 0.1",194.1,Completed,,Bank Transfer,
P2129,2012-06-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 35, 6, 69","12.5, 1.2, 0.8, 0.1",216.2,Completed,,Bank Transfer,
P2130,2012-06-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 35, 8, 61","12.5, 1.2, 0.8, 0.1",254.5,Completed,,Bank Transfer,
P2131,2012-07-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 25, 10, 86","12.5, 1.2, 0.8, 0.1",146.6,Completed,,Bank Transfer,
P2132,2012-07-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 19, 7, 57","12.5, 1.2, 0.8, 0.1",246.6,Completed,,Bank Transfer,
P2133,2012-07-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 10, 6, 62","12.5, 1.2, 0.8, 0.1",248.0,Completed,,Bank Transfer,
P2134,2012-07-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 27, 9, 82","12.5, 1.2, 0.8, 0.1",172.8,Completed,,Bank Transfer,
P2135,2012-08-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 25, 5, 51","12.5, 1.2, 0.8, 0.1",101.6,Completed,,Bank Transfer,
P2136,2012-08-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 12, 10, 52","12.5, 1.2, 0.8, 0.1",215.1,Completed,,Bank Transfer,
P2137,2012-08-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 26, 8, 69","12.5, 1.2, 0.8, 0.1",169.5,Completed,,Bank Transfer,
P2138,2012-08-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 31, 5, 59","12.5, 1.2, 0.8, 0.1",234.6,Completed,,Bank Transfer,
P2139,2012-08-31,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 14, 10, 60","12.5, 1.2, 0.8, 0.1",93.3,Completed,,Bank Transfer,
P2140,2012-09-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 12, 10, 81","12.5, 1.2, 0.8, 0.1",93.0,Completed,,Bank Transfer,
P2141,2012-09-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 19, 7, 67","12.5, 1.2, 0.8, 0.1",235.1,Completed,,Bank Transfer,
P2142,2012-09-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 22, 7, 83","12.5, 1.2, 0.8, 0.1",127.8,Completed,,Bank Transfer,
P2143,2012-09-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 29, 6, 92","12.5, 1.2, 0.8, 0.1",298.8,Completed,,Bank Transfer,
P2144,2012-10-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 11, 7, 75","12.5, 1.2, 0.8, 0.1",113.8,Completed,,Bank Transfer,
P2145,2012-10-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 14, 8, 70","12.5, 1.2, 0.8, 0.1",255.2,Completed,,Bank Transfer,
P2146,2012-10-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 34, 5, 72","12.5, 1.2, 0.8, 0.1",114.5,Completed,,Bank Transfer,
P2147,2012-10-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 22, 10, 93","12.5, 1.2, 0.8, 0.1",168.7,Completed,,Bank Transfer,
P2148,2012-11-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 18, 7, 60","12.5, 1.2, 0.8, 0.1",270.7,Completed,,Bank Transfer,
P2149,2012-11-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 17, 10, 75","12.5, 1.2, 0.8, 0.1",110.9,Completed,,Bank Transfer,
P2150,2012-11-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 25, 9, 99","12.5, 1.2, 0.8, 0.1",122.1,Completed,,Bank Transfer,
P2151,2012-11-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 19, 10, 84","12.5, 1.2, 0.8, 0.1",226.7,Completed,,Bank Transfer,
P2152,2012-11-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 16, 5, 86","12.5, 1.2, 0.8, 0.1",169.3,Completed,,Bank Transfer,
P2153,2012-12-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 26, 8, 59","12.5, 1.2, 0.8, 0.1",243.5,Completed,,Bank Transfer,
P2154,2012-12-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 32, 9, 63","12.5, 1.2, 0.8, 0.1",201.9,Completed,,Bank Transfer,
P2155,2012-12-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 27, 10, 91","12.5, 1.2, 0.8, 0.1",262.0,Completed,,Bank Transfer,
P2156,2012-12-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 23, 5, 100","12.5, 1.2, 0.8, 0.1",104.1,Completed,,Bank Transfer,
P2157,2013-01-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 37, 7, 71","12.5, 1.2, 0.8, 0.1",144.6,Completed,,Bank Transfer,
P2158,2013-01-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 29, 6, 64","12.5, 1.2, 0.8, 0.1",283.5,Completed,,Bank Transfer,
P2159,2013-01-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 22, 8, 54","12.5, 1.2, 0.8, 0.1",150.7,Completed,,Bank Transfer,
P2160,2013-01-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 33, 10, 84","12.5, 1.2, 0.8, 0.1",218.5,Completed,,Bank Transfer,
P2161,2013-02-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 26, 10, 56","12.5, 1.2, 0.8, 0.1",232.3,Completed,,Bank Transfer,
P2162,2013-02-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 10, 5, 73","12.5, 1.2, 0.8, 0.1",260.8,Completed,,Bank Transfer,
P2163,2013-02-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 33, 5, 86","12.5, 1.2, 0.8, 0.1",127.2,Completed,,Bank Transfer,
P2164,2013-02-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 25, 9, 80","12.5, 1.2, 0.8, 0.1",270.2,Completed,,Bank Transfer,
P2165,2013-03-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 10, 9, 58","12.5, 1.2, 0.8, 0.1",137.5,Completed,,Bank Transfer,
P2166,2013-03-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 12, 9, 58","12.5, 1.2, 0.8, 0.1",227.4,Completed,,Bank Transfer,
P2167,2013-03-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 13, 9, 59","12.5, 1.2, 0.8, 0.1",103.7,Completed,,Bank Transfer,
P2168,2013-03-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 14, 6, 64","12.5, 1.2, 0.8, 0.1",228.0,Completed,,Bank Transfer,
P2169,2013-03-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 28, 8, 50","12.5, 1.2, 0.8, 0.1",157.5,Completed,,Bank Transfer,
P2170,2013-04-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 28, 10, 62","12.5, 1.2, 0.8, 0.1",210.3,Completed,,Bank Transfer,
P2171,2013-04-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 28, 7, 82","12.5, 1.2, 0.8, 0.1",297.4,Completed,,Bank Transfer,
P2172,2013-04-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 28, 5, 71","12.5, 1.2, 0.8, 0.1",169.7,Completed,,Bank Transfer,
P2173,2013-04-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 39, 7, 57","12.5, 1.2, 0.8, 0.1",258.1,Completed,,Bank Transfer,
P2174,2013-05-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 23, 6, 88","12.5, 1.2, 0.8, 0.1",128.7,Completed,,Bank Transfer,
P2175,2013-05-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 12, 7, 88","12.5, 1.2, 0.8, 0.1",266.3,Completed,,Bank Transfer,
P2176,2013-05-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 10, 8, 71","12.5, 1.2, 0.8, 0.1",150.5,Completed,,Bank Transfer,
P2177,2013-05-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 19, 10, 57","12.5, 1.2, 0.8, 0.1",274.0,Completed,,Bank Transfer,
P2178,2013-05-31,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 39, 6, 69","12.5, 1.2, 0.8, 0.1",233.5,Completed,,Bank Transfer,
P2179,2013-06-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 36, 6, 87","12.5, 1.2, 0.8, 0.1",294.2,Completed,,Bank Transfer,
P2180,2013-06-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 15, 8, 58","12.5, 1.2, 0.8, 0.1",255.2,Completed,,Bank Transfer,
P2181,2013-06-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 29, 5, 83","12.5, 1.2, 0.8, 0.1",247.1,Completed,,Bank Transfer,
P2182,2013-06-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 32, 5, 61","12.5, 1.2, 0.8, 0.1",198.5,Completed,,Bank Transfer,
P2183,2013-07-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 30, 9, 100","12.5, 1.2, 0.8, 0.1",228.2,Completed,,Bank Transfer,
P2184,2013-07-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 33, 8, 65","12.5, 1.2, 0.8, 0.1",302.5,Completed,,Bank Transfer,
P2185,2013-07-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 32, 8, 80","12.5, 1.2, 0.8, 0.1",277.8,Completed,,Bank Transfer,
P2186,2013-07-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 38, 7, 69","12.5, 1.2, 0.8, 0.1",183.1,Completed,,Bank Transfer,
P2187,2013-08-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 30, 7, 62","12.5, 1.2, 0.8, 0.1",185.3,Completed,,Bank Transfer,
P2188,2013-08-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 37, 7, 89","12.5, 1.2, 0.8, 0.1",246.4,Completed,,Bank Transfer,
P2189,2013-08-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 26, 8, 60","12.5, 1.2, 0.8, 0.1",281.1,Completed,,Bank Transfer,
P2190,2013-08-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 21, 8, 57","12.5, 1.2, 0.8, 0.1",249.8,Completed,,Bank Transfer,
P2191,2013-08-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 38, 8, 98","12.5, 1.2, 0.8, 0.1",249.3,Completed,,Bank Transfer,
P2192,2013-09-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 17, 9, 93","12.5, 1.2, 0.8, 0.1",211.9,Completed,,Bank Transfer,
P2193,2013-09-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 36, 6, 89","12.5, 1.2, 0.8, 0.1",131.9,Completed,,Bank Transfer,
P2194,2013-09-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 34, 6, 67","12.5, 1.2, 0.8, 0.1",127.3,Completed,,Bank Transfer,
P2195,2013-09-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 30, 7, 58","12.5, 1.2, 0.8, 0.1",109.9,Completed,,Bank Transfer,
P2196,2013-10-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 25, 9, 76","12.5, 1.2, 0.8, 0.1",219.8,Completed,,Bank Transfer,
P2197,2013-10-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 30, 5, 96","12.5, 1.2, 0.8, 0.1",124.6,Completed,,Bank Transfer,
P2198,2013-10-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 28, 7, 50","12.5, 1.2, 0.8, 0.1",119.2,Completed,,Bank Transfer,
P2199,2013-10-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 23, 10, 72","12.5, 1.2, 0.8, 0.1",130.3,Completed,,Bank Transfer,
P2200,2013-11-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 17, 8, 76","12.5, 1.2, 0.8, 0.1",284.4,Completed,,Bank Transfer,
P2201,2013-11-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 19, 6, 75","12.5, 1.2, 0.8, 0.1",147.6,Completed,,Bank Transfer,
P2202,2013-11-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 32, 10, 58","12.5, 1.2, 0.8, 0.1",264.7,Completed,,Bank Transfer,
P2203,2013-11-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 21, 7, 88","12.5, 1.2, 0.8, 0.1",152.1,Completed,,Bank Transfer,
P2204,2013-11-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 39, 5, 64","12.5, 1.2, 0.8, 0.1",169.7,Completed,,Bank Transfer,
P2205,2013-12-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 35, 9, 64","12.5, 1.2, 0.8, 0.1",280.6,Completed,,Bank Transfer,
P2206,2013-12-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 29, 5, 95","12.5, 1.2, 0.8, 0.1",123.3,Completed,,Bank Transfer,
P2207,2013-12-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 39, 10, 53","12.5, 1.2, 0.8, 0.1",222.6,Completed,,Bank Transfer,
P2208,2013-12-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 31, 7, 59","12.5, 1.2, 0.8, 0.1",148.7,Completed,,Bank Transfer,
P2209,2014-01-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 17, 5, 95","12.5, 1.2, 0.8, 0.1",271.4,Completed,,Bank Transfer,
P2210,2014-01-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 34, 8, 61","12.5, 1.2, 0.8, 0.1",153.3,Completed,,Bank Transfer,
P2211,2014-01-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 22, 7, 54","12.5, 1.2, 0.8, 0.1",162.4,Completed,,Bank Transfer,
P2212,2014-01-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 25, 7, 76","12.5, 1.2, 0.8, 0.1",205.7,Completed,,Bank Transfer,
P2213,2014-01-31,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 38, 5, 90","12.5, 1.2, 0.8, 0.1",121.1,Completed,,Bank Transfer,
P2214,2014-02-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 26, 7, 58","12.5, 1.2, 0.8, 0.1",130.1,Completed,,Bank Transfer,
P2215,2014-02-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 16, 7, 89","12.5, 1.2, 0.8, 0.1",183.7,Completed,,Bank Transfer,
P2216,2014-02-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 24, 7, 60","12.5, 1.2, 0.8, 0.1",202.9,Completed,,Bank Transfer,
P2217,2014-02-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 28, 9, 90","12.5, 1.2, 0.8, 0.1",174.8,Completed,,Bank Transfer,
